,label,tweet
1525,joy,"['bingung', 'cari', 'info', 'lowker', 'update', 'php', 'info', 'personal', 'simak', 'video', 'beriku']"
1526,trust,"['cak', 'imin', 'nusakambangan', 'diserahkan', 'nu', 'teroris', 'kiai', 'cakiminow', 'nu_online', 'wiranto']"
1527,sadness,"['salah', 'akun', 'rp', 'kasih', 'saran', 'doa', 'cepat', 'terkabul', 'kasihan', 'coba', 'sarannya', 'terkabul', 'doanya']"
1528,surprise,"['kutuk', 'bom', 'surabaya', 'prabowo', 'tampilkan', 'terduga']"
1529,sadness,"['update', 'fanpage', 'update', 'fanpage', 'upload', 'foto', 'pakai', 'akun', 'pribadi', 'buka', 'facebook', 'website', 'pakai', 'aplikasi', 'facebook', 'facebook', 'lite']"
1530,sadness,"['iya', 'han', 'cinta', 'tuh', 'nikah', 'nikahnya']"
1531,fear,"['penyakit', 'jantung', 'penyakit', 'berbahaya', 'menyerang', 'disebabkan', 'kurangnya', 'olahraga', 'pola', 'makan', 'sehat', 'penyakit', 'jantung', 'dicegah', 'kebiasaan', 'kebiasaan']"
1532,trust,"['bergerak', 'lawaan']"
1533,trust,"['selamat', 'sukses', 'facebook', 'semoga', 'sll', 'terbaik', 'terima kasih', 'jayalah', 'facebook']"
1534,sadness,"['ku', 'menghindar', 'bijak', 'menyikapi', 'namu', 'menengankan', 'pikiran', 'mementingkan', 'ego', 'tersendiri']"
1535,trust,"['mantap', 'bosku', 'sehatki']"
1536,trust,"['kenal', 'tuh', 'manager', 'foto', 'asmen', 'mega', 'bekasi', 'tahun', 'thanks', 'aw', 'aw', 'aw']"
1537,joy,"['bambangelf', 'siapkan', 'mas', 'poros', 'ketiga', 'cakiminow', 'sbyudhoyono', 'zul_hasan', 'king', 'maker']"
1538,disgust,"['share', 'mah', 'bomat', 'kupon', 'gratis', 'hadehh']"
1539,fear,"['mengirim', 'informasi', 'gambar', 'grup', 'spam', 'spam']"
1540,anticipation,"['lupa', 'sandi', 'nomernya', 'ilang', 'cantumin', 'email', 'gimana']"
1541,trust,"['selected', 'by', 'kevin', 'julio', 'special', 'kevin', 'julio', 'membagikan', 'idenya', 'membangun', 'penampilan', 'stylish', 'gentleman', 'pria', 'tunggu', 'temukan', 'koleksinya', 'butik', 'lee', 'cooper', 'dept', 'store']"
1542,joy,"['pbb', 'pk', 'minat', 'lpas', 'partai', 'urus']"
1543,fear,"['sudirmansaid', 'masjid', 'dikirim', 'gila', 'gereja', 'dikirim', 'bom', 'banyaknya', 'teror', 'disuatu', 'negara', 'indikasi', 'kepemimpinan']"
1544,joy,"['oma_ranny', 'ferrykoto', 'netizentofa', 'mardanialisera', 'pksejahtera', 'modal', 'beli', 'kaos', 'niat', 'tulus']"
1545,fear,"['izin', 'facebook', 'akses', 'nama', 'sulaiman', 'membobol', 'bantuannya']"
1546,surprise,"['keren', 'beli', 'cashback', 'berasa', 'traktir', 'gojek']"
1547,fear,"['hati', 'hati', 'penipuan', 'mengatasnamakan', 'mnc', 'group', 'sobat', 'mnc', 'life']"
1548,sadness,"['tahun', 'kemarin', 'sebulan', 'lewati', 'malino', 'pendakian', 'capai', 'hahah', 'kesini', 'july']"
1549,fear,"['elite', 'pks', 'menganggap', 'prabowo', 'memiliki', 'kekuatan', 'logistik', 'memadai', 'memenangkan', 'pilpres', 'us']"
1550,anger,"['kangdede', 'ch_chotimah', 'prabowo', 'gerindra', 'uang', 'negara', 'hitung', 'noh', 'pajak', 'dibayar', 'memalukan']"
1551,trust,"['pengacara', 'setya', 'novanto', 'mengaku', 'bukti', 'bongkar', 'borok', 'kpk']"
1552,joy,"['tidaknya', 'hidup', 'tergantung', 'pikirkan', 'pilih', 'berpikir', 'positif', 'mates']"
1553,joy,"['ready', 'stock', 'arctic', 'monkeys', 'alex', 'turner', 'size', 'xl', 'cotton', 'combed', 'bandung', 'cod', 'jne', 'gratis', 'ongkos', 'kirim', 'bandung', 'biaya', 'ongkir', 'dicek', 'situs', 'jne', 'cp', 'line', 'gerryardian', 'mail', 'ard', 'conspiracy', 'gmail', 'com']"
1554,anticipation,[]
1555,fear,"['pas', 'gempa', 'jogja', 'merasakan', 'capai', 'tidur', 'was', 'was', 'gempa', 'susulan', 'kedengeran', 'suara', 'ambulance', 'malam', 'berhenti', 'hujan', 'deras', 'petir', 'kencang', 'sampek', 'geter', 'gempa']"
1556,joy,"['kerenyahan', 'potongan', 'ayam', 'texas', 'chicken', 'bikin', 'buka', 'puasa', 'meriah', 'ajak', 'terdekat', 'bukber', 'texas', 'chicken']"
1557,joy,"['ridwankamil', 'asyik', 'pastinya', 'yaa', 'pa']"
1558,trust,"['prabowo', 'prabowo', 'sarankan', 'berpsangan', 'rijal', 'ramli', 'ditimur', 'mendukung']"
1559,disgust,"['andrie_', 'jokotin', 'gerindra', 'halah', 'junjunganmu', 'parah']"
1560,anger,"['bangjar', 'mohmahfudmd', 'suka', 'gampang', 'menuduh', 'bertanggung', 'pemerintah', 'ja']"
1561,fear,"['selamat', 'siang', 'tanggapi', 'info', 'pembayaran', 'status', 'aplikasi', 'berubah', 'email', 'cs', 'tanggapan', 'telepon', 'cs', 'angkat', 'habis', 'pulsa', 'cs', 'hub']"
1562,disgust,"['share', 'mah', 'bomat', 'kupon', 'gratis', 'hadehh']"
1563,trust,"['emil', 'dardak', 'janji', 'libatkan', 'ulama', 'kajian', 'pembangunan', 'ekonomi', 'madura']"
1564,anger,"['seni', 'demokrasi', 'mengkritik', 'mempatuahi', 'beliau', 'presiden', 'sekjen', 'pbb', 'siapalah', 'dikritik', 'mati', 'disurga', 'damai', 'kritik', 'ha']"
1565,surprise,"['jam', 'facebook', 'hentikan']"
1566,anger,"['username', 'kasihan', 'tuh', 'pks', 'ngemis', 'ngemis', 'sodorin', 'nama', 'nama', 'cawapres', 'pilih', 'menit', 'menit', 'pilih', 'cawapresnya', 'tamat', 'cawapres', 'pks', 'pilihannye']"
1567,sadness,"['berhasil', 'buatku', 'gagal', 'kti', 'ketik', 'foto', 'sialnya', 'tergoda']"
1568,fear,"['username', 'takut', 'fitnah', 'huhu', 'yaudah', 'macem', 'macem', 'internet', 'diblacklist', 'holcim', 'asli']"
1569,sadness,"['kadang', 'anak', 'sd', 'pulang', 'sekolah', 'tidur', 'siang', 'bangun', 'main', 'harvest', 'moon', 'pepsi', 'man', 'memikirkan', 'ina', 'inu']"
1570,trust,"['belanja', 'berat', 'kuat', 'belanja', 'superindo', 'belanja', 'bulanan', 'favorit', 'rumah', 'tangga', 'kebutuhan', 'sehari', 'kebutuhan', 'raya', 'lengkap', 'tersedia', 'harga', 'terjangkau', 'promo', 'super', 'fantastis', 'pelayanan', 'memuaskan', 'super', 'segar', 'superhemat', 'yuk', 'belanja', 'superindo', 'terdekat', 'cek', 'katalognya', 'terbit', 'koran', 'kompas', 'periode', 'mei']"
1571,trust,"['ridwankamil', 'packaging', 'kelas', 'internasional', 'internasional', 'pa', 'hehehe']"
1572,joy,"['semoga', 'lariss', 'mnis', 'bt', 'hisana', 'hfc', 'dn', 'suksess', 'trss', 'berjyaa', 'end', 'smgaa', 'berkmbang', 'biakk', 'sluruh', 'otlett', 'sambang', 'sampaii', 'merooukee']"
1573,anger,"['niatnya', 'anak', 'beli', 'paha', 'dada', 'hisana', 'buduran', 'sidoarjo', 'sayap', 'gara', 'jual', 'diam', 'anak', 'pesan', 'diserobot', 'perempuan', 'jual', 'anak', 'duluan', 'perempuan', 'nyerobot', 'pesan', 'diladeni', 'duluan', 'ilfil', 'beli', 'anak', 'suka', 'sayap', 'beli', 'sayap', 'terpaksa', 'hisana', 'pelayanan', 'unt', 'pelanggan', 'terang', 'jengkel', 'kejadian', 'malam', 'anggep', 'pelayanan', 'buruk', 'suyono', 'buduran', 'sidoarjo']"
1574,joy,"['selamat', 'buruh', 'harapanmu', 'mari', 'merenungkan', 'perjuangan', 'kaum', 'buruh', 'mengapresiasi', 'kontribusinya', 'bisnis', 'dijalani']"
1575,joy,"['namanya', 'nkri', 'semoga', 'bangsa', 'indonesia', 'hidup', 'rukun', 'damai', 'pahlawan', 'indonesia', 'berjuang', 'nkri', 'bedah', 'agama', 'bedah', 'suku', 'nkri', 'indah']"
1576,sadness,"['username', 'atuh', 'naksir', 'sekelas', 'eh', 'naksir', 'teman', 'sebangku', 'teman', 'deket', 'saia', 'sd', 'coolyeah', 'begicu']"
1577,anger,"['nulis', 'bicara', 'si', 'mulut', 'jamban', 'username']"
1578,anger,"['odong', 'bohong', 'odong', 'haha', 'woy', 'adi', 'bawa', 'krts']"
1579,anger,"['username', 'username', 'selogan', 'kayak', 'teriakan', 'pancasila', 'bukti', 'presiden', 'dikatain', 'dungu', 'diam', 'ajaib', 'saran', 'mulut', 'kenyataan', 'disingkron']"
1580,fear,"['kementerianesdm', 'kabupaten', 'teluk', 'bintuni', 'papua', 'barat', 'kaya', 'minyak', 'gas', 'listrik', 'mati', 'pln_']"
1581,disgust,"['fadli', 'zon', 'bantah', 'prabowo', 'lobi', 'jokowi', 'rommy', 'gerindra']"
1582,anger,"['e_pph', 'fadlizon', 'gerindra', 'generalmoeldoko', 'pdiponline', 'kapok', 'zonk']"
1583,anger,"['niatnya', 'anak', 'beli', 'paha', 'dada', 'hisana', 'buduran', 'sidoarjo', 'sayap', 'gara', 'jual', 'diam', 'anak', 'pesan', 'diserobot', 'perempuan', 'jual', 'anak', 'duluan', 'perempuan', 'nyerobot', 'pesan', 'diladeni', 'duluan', 'ilfil', 'beli', 'anak', 'suka', 'sayap', 'beli', 'sayap', 'terpaksa', 'hisana', 'pelayanan', 'unt', 'pelanggan', 'terang', 'jengkel', 'kejadian', 'malam', 'anggep', 'pelayanan', 'buruk', 'suyono', 'buduran', 'sidoarjo']"
1584,anger,"['nugraha', 'ledgerpolitics', 'pksejahtera', 'gerindra', 'ora', 'nyambung', 'bong', 'bahas', 'undang', 'bicara']"
1585,trust,"['siapp', 'tkp', 'shopee']"
1586,disgust,"['barusan', 'ngepost', 'grup', 'bilang', 'spam', 'facebook']"
1587,joy,"['marhaban', 'ramadhan', 'selamat', 'menunaikan', 'ibadah', 'puasa', 'whatsappers']"
1588,sadness,"['bersamamu', 'lupa', 'pergi', 'meninggalkan', 'luka', 'kehilangan', 'miliki', 'untukmu', 'kehilangan']"
1589,trust,"['jul_hidayat', 'alifa_fatach', 'wiranto', 'polhukamri', 'sbyudhoyono', 'pertemuan', 'menjadikan', 'kekuatan', 'indonesia', 'bersatu']"
1590,sadness,[]
1591,anger,"['samin', 'rasis', 'tua', 'pikun', 'lupa', 'statemenya', 'melampui', 'tuhan', 'nggugu', 'karsane', 'priyonggo', 'gonjak', 'ganyuk', 'ngelingsemi']"
1592,anger,"['username', 'username', 'username', 'username', 'username', 'username', 'username', 'username', 'informasi', 'kegiatan', 'dana', 'desa', 'kirim', 'hastag', 'mantion']"
1593,joy,"['didukung', 'partai', 'demokrat', 'respons', 'cagub', 'edy', 'rahmayadi']"
1594,trust,"['kritis', 'menanggapi', 'bersipat', 'menegment', 'alam', 'gaya', 'sosial', 'program', 'tuk', 'lindungi', 'bully']"
1595,sadness,"['hi', 'membalikkn', 'pesan', 'arsip', 'trabaikan', 'karn', 'tdak', 'sngaja', 'trpencet', 'bingung', 'ap', 'dibalik', 'ktika', 'ditulis', 'dipencariannya', 'infonya', 'tolong']"
1596,trust,['bud']
1597,fear,"['sakit', 'hati', 'memamg', 'sulit', 'jenjang', 'rumah', 'tangga', 'publikan', 'situasi', 'media', 'jahat', 'menyelesaikan', 'terlontarnya']"
1598,joy,"['lawanpolitikjkw', 'mromahurmuziy', 'subhanallah', 'ketum', 'partai', 'bijaksana']"
1599,trust,"['dennysiregar', 'jokowi', 'gerindra', 'fadlizon', 'merapat', 'ganti', 'presiden']"
1600,anticipation,"['pengacara', 'setya', 'novanto', 'siapkan', 'bukti', 'buka', 'borok', 'kpk']"
1601,trust,"['lupakan', 'romahurmuziy', 'pendukung', 'ahok']"
1602,sadness,"['prabowo', 'fadlizon', 'soekarno', 'mati', 'anaknya', 'lupa', 'orde', 'memperlakukan']"
1603,fear,"['sumpah', 'tadu', 'ketiduran', 'jam', 'barusan', 'bangun', 'gara', 'gara', 'mimpi', 'dikejar', 'setan', 'mimpi', 'kejar', 'miss', 'ngerti']"
1604,anger,"['hanafiah', 'fadlizon', 'menerus', 'perwakilan', 'rakyat']"
1605,anger,"['untung', 'latah', 'sharing', 'berita', 'pembodohan', 'hoax', 'ku', 'banjir', 'hoax', 'tolong', 'deh', 'smart', 'pakai', 'logika', 'baca', 'berita']"
1606,sadness,"['memasuki', 'ramadan', 'kegiatan', 'pariwisata', 'indonesia', 'lesu', 'meraskan', 'perjalanan', 'wisatawan', 'nusantara', 'tanah', 'air', 'cenderung', 'mengalami', 'penurunan']"
1607,anticipation,"['kritik', 'saran', 'kemana']"
1608,anticipation,"['area', 'jogja', 'kah', 'restoran', 'khas', 'amerika']"
1609,sadness,"['nampak', 'lelaki', 'lurus', 'innocent', 'tertipu', 'habis', 'buta', 'perasaan', 'cinta', 'sayang']"
1610,joy,"['festival', 'ramadhan', 'ceria', 'hadir', 'super', 'indo', 'tropodo', 'kehebohannya']"
1611,joy,"['panca', 'suara', 'rakyat', 'adl', 'suara', 'tuhan', 'menyampaikannya', 'sbyudhoyono', 'syukur']"
1612,trust,"['punten', 'ah', 'jabar', 'mah', 'asyik', 'nomor', 'tiluu']"
1613,anger,"['taruh', 'jari', 'telunjuknya', 'jidatku', 'mangkanya', 'beli', 'susu', 'tuh', 'diminum', 'vitaminnya', 'kelewat', 'ribet', 'jalan', 'umum', 'kamunya', 'jalan', 'menit', 'kliyengan']"
1614,joy,"['ramadhan', 'halangan', 'produktif', 'ramadhan', 'mantap', 'hadir', 'melayani', 'wargi', 'wargi', 'ktp', 'silahkan', 'kantor', 'kecamatan', 'perekaman', 'pencetakan', 'ktp', 'perhatikan', 'marhaban', 'ramadhan', 'selamat', 'menunaikan', 'ibadah', 'shaum', 'ramadhan']"
1615,sadness,"['ridwangooners', 'malam', 'mas', 'ridwan', 'maaf', 'ketidaknyamanannya', 'terkait', 'keluhan', 'sinyal']"
1616,anger,"['isu', 'kristenisasi', 'isu', 'kebangkitan', 'pki', 'data', 'minim', 'fakta', 'bilapun', 'pembingkaian', 'konteks', 'isu', 'membangkitkan', 'hantu', 'keuntungan', 'politis', 'ekonomis', 'tahyul', 'bahlul']"
1617,anger,"['harysantana', 'nugraha', 'pksejahtera', 'gerindra', 'jagn', 'tulal', 'tolol', 'sma', 'katnaya', 'islam', 'taat']"
1618,sadness,"['kesekian', 'kalinya', 'kecewa', 'beli', 'madu', 'botol', 'dikirim', 'botol', 'chat', 'seller', 'online', 'star', 'seller', 'pengajuan', 'horor', 'belanja', 'shopee', 'tanggapan', 'shopee', 'mending', 'aplikasi', 'beli', 'ngadu', 'cepat', 'ditanggapi']"
1619,trust,"['elfizal', 'sanusimadli', 'gerindra', 'pksejahtera', 'jokowi', 'mutlak', 'menang', 'saran', 'sa']"
1620,joy,"['suasana', 'keakraban', 'ganjarpranowo', 'pedagang', 'menyelumuti', 'pasar', 'plasa', 'cepu']"
1621,fear,"['e_pph', 'kapundhi', 'bppemilupdip', 'cyber_pdip', 'seknas_ri', 'dpp_tmp', 'dpp_bmi', 'billray_san', 'sujud', 'sukur']"
1622,anger,"['melaporkan', 'oknum', 'polres', 'pati', 'bbpm', 'mabes', 'polri', 'dikawal', 'pdip']"
1623,fear,"['delinkuensi', 'penyimpangan', 'perilaku', 'diasosiasikan', 'pria']"
1624,anger,"['modal', 'walikota', 'solo', 'menaklukkan', 'belantara', 'jkrta', 'disusul', 'menaklukkan', 'nusantara', 'dukungan', 'taipan', 'media', 'sosial', 'mustahil', 'konsekwensi', 'dikomando', 'taipan']"
1625,anticipation,"['detikcom', 'mohmahfudmd', 'yusrilihza_mhd', 'tnt', 'sbyudhoyono', 'bantu']"
1626,joy,"['prabowo', 'semoga', 'kesehatan', 'aamin']"
1627,anticipation,"['lupa', 'sandi', 'login', 'aplikasi', 'texas', 'holdem', 'poker', 'turn', 'gimana', 'memuli', 'ber', 'main']"
1628,joy,"['ebod_path', 'rahmayadiedy', 'amiinn']"
1629,sadness,"['hi', 'facebook', 'akun', 'teman', 'emailnya', 'berubah', 'dikertahui', 'blogger', 'info', 'paswordnya', 'salah', 'pas', 'log', 'in', 'pwordnya']"
1630,fear,"['vkookupdates', 'daerah', 'ku', 'terancam', 'teroris', 'sby']"
1631,disgust,"['ridwankamil', 'salahnya', 'fpi', 'dimana', 'respek', 'arstikek', 'kelakuan', 'kaya', 'gini']"
1632,joy,"['coba', 'perhatikan', 'ucapan', 'petinggi', 'partai', 'gerindra']"
1633,fear,"['askmf', 'abis', 'baca', 'menfess', 'calon', 'anak', 'rantau', 'takut', 'minder', 'teman', 'disana', 'diam', 'kesal', 'logat', 'nyampur', 'bahasa']"
1634,trust,"['jitu', 'genjot', 'wisatawan', 'wisata', 'halal', 'wisatawan', 'negeri', 'antus']"
1635,anticipation,"['spaghetti', 'bolognese']"
1636,anticipation,"['rakor', 'tanggap', 'darurat', 'gempa', 'kalibening', 'persiapan', 'kunjungan', 'ri', 'lokasi', 'bencana']"
1637,fear,"['muhammadanugrah', 'bom', 'dipalestina', 'bom', 'sby', 'saj']"
1638,sadness,"['tadu', 'beli', 'kfc', 'jam', 'wib', 'jalan', 'adam', 'malik', 'medan', 'drive', 'thru', 'karyawannya', 'klakson', 'berkali', 'ap', 'cctvny', 'pelanggan', 'drive', 'thru', 'suara', 'bunyi', 'dblkg', 'ngntri', 'buru', 'beli']"
1639,anger,"['arab', 'lokal', 'peduli', 'berbusana', 'arab', 'pendatang', 'berhijab', 'asia', 'bule', 'pakai', 'tanktop', 'celana', 'pendek', 'mall']"
1640,trust,"['facebook', 'terhormat', 'tolong', 'menonaktifkan', 'akun', 'pengguna', 'bijaknya', 'cek', 'kebenarannya', 'si', 'pengguna', 'melanggar', 'ketentuan', 'facebook', 'facebook', 'sasaran', 'menonaktifkan', 'akun', 'melanggar', 'protes', 'aduan', 'trimakasih']"
1641,anger,"['pengacara', 'setya', 'novanto', 'diperkosa']"
1642,fear,"['zarazettirazr', 'sbyudhoyono', 'kehancuran', 'negeri']"
1643,fear,"['kasih', 'berobat', 'dipijet', 'saran', 'mengiyakan', 'berusaha', 'takut', 'mijet', 'medis', 'ngerti', 'anatomi', 'akupuntur', 'itupun', 'dokter']"
1644,fear,"['nyaman', 'kamar', 'pintu', 'kaya', 'bolak', 'nelp', 'nyokap', 'takut', 'dikatain', 'banci', 'help', 'help']"
1645,disgust,"['fadlizon', 'prabowo', 'gerindra', 'mimpi', 'halusinasi', 'akut']"
1646,trust,"['emil', 'elistianto', 'dardak', 'paham', 'perencanaan', 'pembangunan', 'cocok', 'disandingkan']"
1647,anticipation,"['mintak', 'ketua', 'walhi', 'mengajak', 'berbincang', 'sumur', 'bor', 'artesis', 'terimakasih']"
1648,joy,"['pksejahtera', 'bingung', 'kebanyakan', 'presiden']"
1649,fear,"['facebook', 'notif', 'kaya', 'data', 'bocor', 'notif', 'gimana', 'tuh', 'respon', 'pliss']"
1650,trust,"['mromahurmuziy', 'ciptakan', 'suasana', 'damai', 'pilwali', 'doakan', 'terbaik']"
1651,trust,"['nunggu', 'buka', 'puasa', 'membaca', 'ebook', 'pc']"
1652,sadness,"['komplain', 'kesal', 'mereport', 'halaman', 'akun', 'pribadi', 'akun', 'halaman', 'asli', 'milik', 'team', 'facebook', 'merespon', 'dikeluarin', 'sesi', 'akun', 'facebook', 'melaporkan', 'tolong', 'dibatalin', 'melanggar', 'standars', 'komunitas', 'facebook', 'dibantu', 'cegahan', 'melaporkan', 'terima', 'kasih']"
1653,anticipation,"['melapor', 'facebook', 'akun', 'facebook', 'dihapus', 'permanen']"
1654,sadness,"['sadar', 'bus', 'kemarin', 'istana', 'mengajak', 'berkenalan', 'berbeda', 'coba', 'pikirkan', 'gugur', 'menikmati', 'perjalanan', 'kemarin']"
1655,joy,"['gerindra', 'maksudnya', 'nyinyirin', 'jokowi', 'ehh', 'blunder', 'tuh', 'repley', 'mendadak']"
1656,anger,"['nunggu', 'anak', 'anteng', 'kesabaran', 'seluas', 'samudra', 'bapaknya', 'bikin', 'anak', 'nangis', 'hm', 'kuingin', 'marah', 'melampiaskan']"
1657,fear,"['pinjaman', 'online', 'hati', 'takutnya', 'pas', 'pembayaran', 'permainkan', 'keluhan', 'respon', 'hutang', 'membengkak']"
1658,trust,"['kaya', 'raya']"
1659,anger,"['fadlizon', 'gerindra', 'prabowo', 'mahathir', 'respek', 'jokowi', 'ehh', 'rakyatnya', 'sdr', 'menghina']"
1660,joy,"['gerindra', 'biar', 'ketahuan', 'brutus', 'ring']"
1661,anger,"['kompascom', 'fadlizon', 'tega', 'menduakan', 'prabowo', 'kemarin', 'prabowo', 'belain', 'pamer', 'da']"
1662,joy,"['wujudkan', 'generasi', 'milenial', 'ganjarpranowo']"
1663,anger,"['username', 'username', 'tolong', 'pencerahan', 'kah', 'lapor', 'hotline', 'mention', 'kesini', 'tracking', 'paket', 'purwokerto', 'tujuan', 'paket', 'kaimana', 'papua', 'barat', 'buka', 'kalimanah', 'purbalingga', 'kesalahan', 'salah']"
1664,anger,"['firaun_id', 'ganjarpranowo', 'kpk_ri', 'ayo', 'kpk_ri', 'tangkap', 'ganjarpranowo']"
1665,anger,"['username', 'marjuki', 'ngerti', 'paham', 'waspadai', 'radikal', 'radikal', 'dak', 'hawatir', 'tersinggung', 'radikal']"
1666,disgust,"['nana___rosaa', 'seknas_ri', 'hilmi', 'pemuas', 'nafsu', 'pdip', 'pendukungnya', 'tukang', 'cabul']"
1667,fear,"['sartre', 'sadar', 'si', 'pr', 'hidup', 'dipungkiri', 'sartre', 'banyaknya', 'mempengaruhi', 'pikiran', 'percaya', 'tuhan']"
1668,fear,"['saididu', 'dibanggakan', 'mahatir', 'pemimpin', 'otoriter', 'tua', 'bukti', 'generasi', 'mumpuni', 'nege']"
1669,joy,"['suka', 'facebook', 'teman', 'dunia', 'maya', 'terhibur', 'terimakasih', 'facebook', 'semoga', 'sukses', 'aminn']"
1670,joy,"['perindo', 'wajo', 'gerakkan', 'kader', 'menangkan', 'barakka']"
1671,joy,"['semangat', 'semoga', 'sehat']"
1672,anticipation,"['facebook', 'solusi', 'pengiklan', 'memaksimalkan', 'penjualan', 'ramadan', 'salah', 'solusinya', 'berfokus', 'platform', 'mobile', 'berdasarkan', 'data', 'internal', 'facebook', 'tahun', 'postingan', 'facebook', 'berasal', 'perangkat', 'mobile']"
1673,anger,"['otak', 'koruptor', 'berfikir', 'koruptor', 'gila', 'harta', 'gila', 'berfikir', 'positif']"
1674,fear,"['makan', 'aparat', 'desa']"
1675,joy,"['prabowo', 'orasinya', 'bilang', 'takut', 'takutnya', 'om', 'rsj']"
1676,trust,"['alhamdulillah', 'kemarin', 'rezeki', 'bertemu', 'tokoh', 'tokoh', 'masyarakat', 'desa', 'sukatani', 'kab', 'bekasi', 'kunang', 'bustomi', 'kunang', 'berharap', 'jawa', 'barat', 'maju', 'kepemimpinan', 'bersahabat', 'egois', 'iyalah', 'senangnya', 'makan', 'sosis', 'hehehe', 'nyambung', 'bustomi', 'beliau', 'berdoa', 'allah', 'swt', 'restu', 'memimpin', 'jawa', 'barat', 'insya', 'allah', 'terhormat', 'didoakan', 'semoga', 'kang', 'dedi', 'terpilih', 'amanah', 'jalankan', 'baiknya']"
1677,sadness,"['bergantung', 'financial', 'suami', 'terkdg', 'mmbuat', 'berfikir', 'kedepan', 'slmanya', 'hdup', 'slmanya', 'duit', 'persiapan', 'anak', 'sekolah', 'pst', 'biaya', 'membengkak', 'giliran', 'ijinin', 'ngrti', 'kya', 'gini']"
1678,anticipation,"['kejadian', 'terduga', 'berangkat', 'bepergian', 'mancanegara', 'bni', 'life', 'khawatir', 'program', 'mencakup', 'perlindungan', 'dunia', 'mengajukan', 'klaim', 'proses', 'reimburse', 'risiko', 'indonesia', 'info', 'lengkap', 'perlindungan', 'bni', 'life', 'hubungi', 'contact', 'center', 'email', 'care', 'bni', 'life', 'co', 'id', 'klik', 'bni', 'life', 'co', 'id']"
1679,anger,"['restycayah', 'fariomeda', 'ridwankamil', 'moralnya', 'empurung', 'dulunya']"
1680,anticipation,"['id', 'namakah', 'ttl', 'kah', 'foto', 'kah', 'ko', 'keranjau', 'nama', 'ttl', 'foto', 'didalam', 'asli', 'nama', 'ditinjau', 'penjelasanya']"
1681,anger,"['iya', 'nee', 'gimana', 'hadiahnya', 'aduh', 'bingitt']"
1682,joy,"['selamat', 'terpilihnya', 'mahatir', 'mohammad', 'pm', 'malaysia', 'kemenangannya', 'lepas', 'bers']"
1683,trust,"['idtunasdaihatsu', 'modifikator', 'gelar', 'kontes', 'bandung']"
1684,anger,"['la', 'suka', 'paksaan', 'jijik', 'pendukungnya', 'banteng', 'owi', 'muslim', 'bully', 'wkwk']"
1685,joy,"['semoga', 'pesta', 'demokrasi', 'berjalan']"
1686,anger,"['efek', 'pemilu', 'toksik', 'toksik', 'berhasil', 'merubah', 'religius', 'tobat', 'paranoid', 'penuh', 'kebencian', 'si']"
1687,joy,"['lanjutkan', 'dipolitisi', 'masyarakat', 'mari', 'prabowo', 'sctv_']"
1688,fear,"['truly', 'scared', 'dikamar', 'insecure', 'keramaian', 'pasca', 'tragedi', 'sby']"
1689,trust,"['pengacara', 'setya', 'novanto', 'mengaku', 'bukti', 'bongkar', 'borok', 'kpk']"
1690,trust,"['menggembirakan', 'keberagaman', 'vespa', 'menandai', 'ekspedisi', 'kebangsaan', 'menggembirakan', 'keberagaman', 'jakarta', 'sabtu', 'acara', 'digagas', 'pemuda', 'muhammadiyah', 'dihadiri', 'tokoh', 'lintas', 'partai', 'golongan', 'zulkifli', 'hasan', 'muhaimin', 'iskandar', 'abdul', 'mu', 'thi', 'scooteris', 'bersafari', 'aceh', 'papua', 'menguatkan', 'semangat', 'kebangsaan', 'keberagaman']"
1691,sadness,"['ridwan_ds', 'destiko', 'bang_jeb', 'susah', 'boss', 'gold']"
1692,sadness,"['pencerahannynya', 'facebook', 'postingan', 'dagangan', 'angap', 'spam', 'penjelasannya', 'om', 'facebook', 'mencari', 'sesuap', 'nasi']"
1693,anger,"['proses', 'penjualan', 'pas', 'dibuka', 'detail', 'ko', 'gini', 'produk', 'diproses', 'diproses', 'tanggal']"
1694,sadness,"['capai', 'lemah', 'capai', 'lemah', 'kuat', 'lemah', 'pikirannya', 'negatif', 'beda', 'kuat', 'kebukti', 'memikirkan', 'negatif', 'berdampak', 'negatif']"
1695,anticipation,"['giant', 'rajawali']"
1696,joy,"['rokhmatlabib', 'abu_fahmy_zaky', 'yusrilihza_mhd', 'allahu', 'akbar']"
1697,anger,"['share', 'mah', 'bomat', 'kupon', 'gratis', 'hadehh']"
1698,trust,"['ustad', 'abdul', 'somad', 'pesantren', 'daarul', 'muhsinin', 'krmn', 'bambangelf', 'adamwh', 'cakiminow', 'saididu']"
1699,trust,"['prof', 'yusril', 'habib', 'rizieq', 'bela', 'kriminalisasi', 'takbir']"
1700,fear,"['menganggap', 'big', 'is', 'beauty', 'mikir', 'big', 'is', 'penyakit', 'sah', 'sah', 'tersinggung', 'kepercayaannya', 'setuju', 'terlanjur']"
1701,joy,"['hidup', 'pks', 'partai', 'islam', 'mengalahkan', 'menumbangkan', 'si', 'penista', 'agama', 'gerindra', 'kompak']"
1702,fear,"['lakukan', 'singa', 'rumahmu', 'suruh', 'singanya', 'makan', 'biar', 'mati', 'kenak', 'makan', 'singa', 'uh', 'ngeri', 'off', 'anonla']"
1703,sadness,"['tertawa', 'diatas', 'kebodohannya', 'malu', 'urat', 'malunya', 'putus', 'mikirnya', 'duh', 'tertawa', 'mikir']"
