,label,tweet
1086,joy,"HEBOH.. Pengadaan Tas Sembako Bantuan Presiden Sedot APBN Rp 3 Miliar, Padahal Bawaslu Sudah Tegur Jokowi Untuk Hen…"
1087,trust,#salut
1088,joy,"Yippieeee promo low price dari super Indo datang lagi,, sangat membantu sekali untuk memenuhi kebutuhan sehari-hari ,tempatnya nyaman pelayanan juga memuaskan .. Yuk segera berbelanja di #SuperIndo teedekat"
1089,trust,"Jokowi Bisa Keok, Buruh se-Indonesia Pilih Dukung Prabowo - Wartakota"
1090,anticipation,Untuk paket bread sticks...ukuran y beda ga sama kalo yg beli 1 an harga 25 rb?
1091,anticipation,Bagaimana cara menghapus akun yg dulu sementara kita lupa kata sandi dan emailnya
1092,surprise,diperpanjang min sampe 15 mei ?
1093,trust,"Ust Romo Raden Syafii dari @Gerindra ,Ketua Pansus RUU Anti Terorisme."
1094,sadness,"tapi tidak, saya malah lebih memilih bercerita baru dan lebih banyak namun waktu mengizinkan saya untuk tau sampai mana tinta itu habis dan sampai mana buku itu akan ditutup kembali. tepat beberapa hari lalu, buku itu harus ditutup dan saya harus bergegas pamit."
1095,trust,"Masih ada berita duet @jokowi dan @prabowo jika boleh usul, gimana @prabowo dan @jokowi #GantiPresiden2019 @Gerindra"
1096,joy,Ayo dukung #JabarPilihAsyik dengan niat tulus melanjutkan keberhasilan @aheryawan \nSemangat Pak @MayjenSudrajat…
1097,anticipation,hello facebook! cara batalkan blokir pesan dgn seorang teman di fb ngimana? tapi pesannya atau percakapannya sudah sy hapus ? terima kasih
1098,anticipation,"Yang terhormat BNI Life, kenapa saldo nasabah tidak dapat di kembalikan, bila melakukan klaim ?\nMohon penjelasannya !!"
1099,disgust,"Tolong bantuannya, kenapa group yang saya buat tidak bisa saya kelola? Apakah ada masalah? Tolong penjelasannya, group yg saya maksud adalah JUAL BELI HP MURAH SOLO VERSI BARU"
1100,trust,"4. “Saya kira program ini realistis, dan dengan intervensi pemerintah, memberdayakan dana desa, kita akan mengurang…"
1101,trust,Mantap calon wakilnya pak jokowi 2019
1102,sadness,"RidwanGooners Malam, Mas Ridwan. Mohon maaf atas ketidaknyamanannya. Terkait keluhan tidak mendapatkan sinyal 4G, s…"
1103,joy,@womanfeeds Nderrr aku mau nitipp. Aku dom sby btw. Dm aku plissss:(
1104,fear,Akun saya kok kok gk bisa di akses min
1105,anticipation,Gimana foto di galeri bisa kehapus untuk mrngembalikan gimana bisa atau tidak ?
1106,trust,@DPP_PKB @cakimiNOW Beda cinta dgn pura2 cinta #ayosekolah
1107,anger,"Katanya sebelum lambat 6 bln bisa perpanjang sim dimana aja, sy ke mobil sim ga bisa. Mana harus keluar kota lg. Kemarin sebelum lebaran selalu ga kebagian kuota . ???? [USERNAME]"
1108,anger,MustahiL Rakyat RI kaga tau GabenerASU yg satu ini adalah Asing ARAB bukan Orang Indonesia alias bukan PRIBUMI spt…
1109,trust,Pasukan Mati Cak imin di sumatera utara sudah siap menang wapres 2019\n@jokowi @cakimiNOW @Kadir_Karding…
1110,anger,[USERNAME] [USERNAME] Mekanisme pemilihan direksi dan komisarisnya dgn cara gmna ya? Sontoloyo khan uang rakyat dipake buat gaji BOD dan BOC yg model gini....
1111,anger,Tanpa ada lahir anak bangsa yg bijak selalu Masyarakat di manfaatkan sama oknum2 yg rakus dan tamak... jng sampai terulang kembali di tahun 1971 masyarakat di bodoi terus...!!!
1112,fear,Amien Rais Sebut Zulkifli Hasan Sandiwara Dukung Jokowi &gt;&gt;Apa bener nih pak @ZUL_Hasan ? cc…
1113,joy,"keindahan alam hrs diracik dg keunikan budaya, spy destinasi wisata kita punya daya saing yg ckp tinggi dg neg lain, smg Tuhan sll mmberkati kita pk Mentri"
1114,trust,@nimskyy77 @fadlizon @DPR_RI @Gerindra tidak perlu tunggu2... sekarang sedang darurat terroris....\nsegera disahkan.…
1115,sadness,fb bagaimana blok akun saya yg dulu saya tidak dapat masuk lgi dan saya tidak punya akses kesana lagi..sya sudah coba menggunakan bitly namun tetp tidak bisa tolong minta solusinya..
1116,sadness,"[USERNAME] pake arkana? gue gabisa main tapi selalu diajarin. terus jadi inget, sampe set-nya, TI 2018, dendi, miracle and etc :( td sore abis streaming. eh ga nanya ya......"
1117,trust,"Berkomitmen Melestarikan Desa Adat, Emil Dardak Didoakan Pemangku Adat Pacet #JatimSejahtera"
1118,trust,Saya suka sekali dengan ada nya facebook saya jadi banyak teman walau cuma dunia maya tapi bisa terhibur terimakasih facebook semoga sukses selalu aminn
1119,joy,Masyarakat dan kelompok Tani Ponorogo Ngopi bareng Bersama Gus Ipul #PonorogoMakmur #SedulurNgaji #GustiKabPonorogo…
1120,anger,Situ mo ngelacur di mana n dibayar berapa bukan urusan sini ... sini cuman gasukak kalo situ salah gamo minta maap .. etapi bukan urusan situ jugak si sini mo sukak or enggak ma situ ...
1121,joy,Waww luar biasa ini prestasi yg blm tentu daerah lain dapatkan tentunya yuk kang emil ahh @ridwankamil\n@detikcom…
1122,anger,"@UtuhWibowo @Quvvatt @MANUSIABERSAY4P Yg Egak nyambung itu @prabowo, prestasi 0 eh malah mau jd presiden? Di AkaBri…"
1123,anticipation,DI DAERAH CILEDUK ADA GAK YA? Mohon infoooo
1124,trust,@cagubnyinyir @tribunnews @f24nk1 @lau_irawan @yoris_ab @Arif2796 @hansssolo @TimoSu1 dulu beliau janji mau perbaik…
1125,sadness,"Satu hal yg terburuk dalam hidupku adalah, ketika aku tak langsung mengerjakan masalah yang seharusnya aku kerjakan , sering aku lakukan , padahal jam dinding sudah terus berpindah TUNDA TUNDA TUNDA TUNDA, SAMPAI KAU MENUA TUNDA LAPORAN"
1126,anger,Prabowo Naik Pitam…!! Zulkifli Hasan Khi4n4ti Prabowo Ajak Gatot Nurmantyo Maju Di Pilpres 2019
1127,trust,"Platform Politik Lingkungan Hidup Indonesia Memperkuat Gerakan Rakyat, Mewujudkan Keadilan Ekologis"
1128,sadness,"padahal w udh chat dia, save nomor w. dan w ganti nomor wa pas di hari ultah w. bener bener sedih, dll. dan tadi bisa 1 ruangan ujian it 1 jam kurang, karna udh campur aduk salting w keluar duluan"
1129,trust,Facebook merupakan layanan gratis bagi semua orang. Setiap pengguna Facebook dapat mengendalikan informasi di akun Facebook mereka sendiri.
1130,anger,@fadlizon @prabowo @Gerindra @MRomahurmuziy HAHAHAHA ..... SEMPROTKAN BAYGON AJA OM FADLI BIAR NYAMUK POLITIK PERGI.
1131,anticipation,"Saat puasa, wajar kalau merasa haus dan lapar. Nah, dengan mengonsumsi 4 buah ini, ternyata kamu bisa tahan puasa lebih lama dan tidak mudah haus atau lapar, lho. Yuk, dicoba!"
1132,trust,"Sambil nunggh buka puasa, biasanya saya membaca Alquran dulu dari aplikasi Alquran di handphone #WirelessByLogitech"
1133,anger,Jangan pakai ktp klo mendaftar fb kasihan anak anak yang tidak mempunyai ktp
1134,joy,Ayo bapak2 benahi NKRI\n@prabowo @RamliRizal @aniesbaswedan @Fahrihamzah @tgbID @Nurmantyo_Gatot @Yusrilihza_Mhd…
1135,trust,"Epson bersama Mastermedia meluncurkan #EpsonMobileTruck di Mega Mall Manado Jumat kemarin. Buat kamu yang ada di Manado, yuk kunjungi truk kami dan rasakan pengalaman langsung menggunakan printer dan proyektor interaktif Epson."
1136,joy,@NurAliPrayoga @Gerindra @prabowo RIDWAL KAMIL ADALAH PERUBAHAN KLO DR PKS LG BUKAN PERUBAHAN
1137,anticipation,Ini sistemnya gacha ya? Ga langsung dapet kan?
1138,trust,@ridwankamil Siap kang... Mantengin...andai aq warga jabar pasti milih paslon rindu
1139,trust,"Sumber dari Sains, adalah Al Qur`an ,pada masa kejayaan ISLAM ,banyak Sekali ILmuwan ISLAM yang menemukan Sains,baik ILMU Perbintangan ,Kedokteran ,maupun ,azas Sosialisme,Namun saya pun belum terlalu banyak mengetahui,karena Kurang Belajar dan mengkaji,Semoga Taufiq dan Hidayah ALLAH SWT terliimpahkan pada Kita Semua,tak ada Ulat didalam Batu yang Tidak mendapatkan Rezekinya,semuanya atas izin dan kehendakNYA..Salam kenal dan Salam Hormat Kakanda Budiman Sujadtmiko. Mohon maaf bila tidak berkenan tulisan saya."
1140,fear,"@habibthink @ganjarpranowo ini dari kelompok yang mengharamkan musik kayaknya,"
1141,anticipation,Bantu fb saya yg di tutup oleh pihak Facebook sendiri
1142,fear,@detikTravel Telat... Knp waktu maco di Serang kok santai santai saja semua pihak terkait termasuk presiden ? Kok s…
1143,sadness,"Akun fb ku ndak. bisa kebuka Dani Tasmi, gimana caranya yach"
1144,fear,"udah gitu jurit malam umayan takut sih, soalnya tempat yg dipake kemah itu dulunya hutan. hanya skrg dijadikan taman khusus buat kemah gitu. setelah jurit malam jam 4 subuh itu harus nyari Lencana yg bentuknya sangat kecil. kayak uang koin"
1145,joy,"Bakal kebongkar niih.  Semoga Polisi bergerak cepat, tangkap & seret semua pelakunya pak"
1146,trust,@KOMPI_99 @Vie9942 @SBYudhoyono Maka dari itu... ga perlu terlalu berlebihan. Sy misal bertemu dg p Sby jg sy pasti…
1147,fear,"Min tadi di fb saya ada notif,kaya yg kalo data nya bocor kan nnti ada notif masuk,trus harus gimana tuh? Respon pliss"
1148,joy,Rock and Roll Hall of Fame Induction 2018: 10 Momen Terbaik
1149,fear,"banyak kendala ini itu & harus masuk semester baru lg, keluar uang lagi. bukannya nethink tp gue yakin kalo nantinya gue skripsi trs ada banyak hambatan, gue bakal dapet pertanyaan2 kayak gt yg bikin ngedown, takut bgt gue bakal ngelakuin hal yg sekarang ga pengen terjadi"
1150,sadness,Mohon bantuan saya tadi makan di cfc km 86.. ketinggaln tas eiger warna hitam berisi surat2 penting atas nama tedi syarif hidayat yg menemukan harap menghubungi si di 087721002268
1151,trust,"Cocok mendagri pak @aheryawan,  klo presidennya @prabowo, wapresnya @anismatta"
1152,anticipation,"Kementerian Pemberdayagunaan Aparatur Negara &amp; Reformasi Birokrasi, bakal mengizinkan PNS menggunakan kendaraan din…"
1153,sadness,Akun lama aku yg di hack orang bisa di balikin lagi gk tolong dong tolong ya balikin
1154,trust,Sukses selalu bang
1155,anger,@CoffeeBlend08 @MasudNaja @sudirmansaid @idafauziyah @sailordreamer Mengurus Ibu adalah urusanmu dengan Tuhanmu...!\nBukan dengan manusia...
1156,anger,"Ini pada bege apa ga paham sih, dikasih peluang ko malah di bagi2 ya persentasenya buat lu berkurang lah. Intinya gini aja si lu dapet informasi karna lu rajin dan ini hak lu. Yg ga rajin biarin aja dia ga ada usaha mau cari tau."
1157,joy,"Punya banyak spons makeup kotor di rumah? Agar tetap bersih dan terawat, lihat berbagai cara membersihkan spons makeup yang mudah berikut!"
1158,anger,"Nah lho.. Yg digadang2 bakal benerin dan majuin daerahnya,malah pesen barang aja ke luar negeri Pdhl hasil kerajinan penduduk lokal aja byk yg bagus Ga habis pikir deh gw Giliran gini aja kalian g koar2,,klo toko sebelah polah dikit aja ""pedes"" tuh mulut klo diem aja"
1159,anger,@kompascom @ganjarpranowo Kalau jualannya persis seperti mBok-mbok tukang jual jamu gendong ya pantas malu ! Sarjan…
1160,joy,"Keren,\n\nPerjuangan pun belum berakhir!"
1161,anticipation,"@kemalarsjad @prabowo @PKSejahtera @aniesbaswedan Kesimpulan yang belum pas, sangka buruk harusnya dihindari"
1162,anticipation,min kok gue gak bisa update di fanpage yang aku buat? gue mau update sebagai admin di fanpage saya tapi kok gak bisa mau upload foto malah jadi pake akun pribadi. gue min kalo buka facebook langsung di website gak pake aplikasi facebook maupun Fb Lite.
1163,trust,Komen pak @prabowo singkat datar..?
1164,joy,"Artwork hasil karya @mr.wormo mewakili dekade 1958. Musik 50an menjadi inspirasi utama dari karya Mr. Wormo. Sebuah era musik yang penuh warna, dituangkan Mr. Wormo ke dalam karyanya di ikon Hush Puppies ini. Email us ur bid for a good cause at hushpuppiesid.csr@transmarco.asia *T&C Apply"
1165,fear,Wah saya gak ikuti. 3 hari belakangan ini sy sibuk melayani umat (Hindu). Bagus jg Hindu sebagai agama gak usah dibawa2 ke politik. Umatnya secara pribadi boleh aja main politik. [URL]
1166,fear,"[USERNAME] apakah hari ini nasib cash back saya Rp 50.000,- akan pending seperti yang sudah sudah? Mohon informasi nya. [URL]"
1167,trust,Pasangan yang di butuhkan Jawa Tengah adalah  Ganjar &amp; TajYasin jadi GAYA untuk Jateng1..@ganjarpranowo @tajyasinmz…
1168,anger,"Selamat siang, \nUntuk orderan nomor 2017060500163, Saya sudah Meng-ordernya sejak tanggal 5 juni 2017 Dan hingga sekarang hampir 2 minggu barang belum datang datang juga! Saya menghubungi lewat line tidak ada kejelasan nomor resi orderan juga tidak ada !"
1169,fear,"Harap diperjelas Pak Ketua [USERNAME] agar masyarakat paham, mana atau apa kriteria gratifikasi lebaran yg dilarang itu & dimasyarakatkan kriteria itu...?"
1170,joy,"Pertama dalam sejarah Pilkada di Indonesia atribut kampanye disiapkan oleh Masyarakat, terbukti dengan bermunculann…"
1171,anger,"@Gerindra Khayalan2 seperti itu biarin saja min, nggak ada waktu hadapi cebong hoax"
1172,joy,@Gerindra Prabowo Subianto memiliki PT.  Bintang 08 di Morowali dan mempekerjakan TKA dari Tiongkok.
1173,fear,"May Day Dipolitisasi, NasDem: Prabowo Ketakutan Luar Biasa"
1174,joy,Maju bersama \nMenang bersama \nBersama DODY-GIRI \nnmr 4 selalu di hati untuk SUMSEL lebih HEBAT..
1175,trust,@SBYudhoyono Prabowo Subianto dan Mas Agus Hari Murti yudhoyono memimpin Indonesia Agar Rakyat Miskin dapat bantuan…
1176,anger,"Saya liat bukan dari sisi agama meskipun saya muslim klo salah ya salah dan mindset saya sama rata semua agama itu, tp ini dalam sisi kemanusiaan yang tidak ada rasa kemanusiaan, laknat dan tolol"
1177,disgust,@fadlizon @prabowo @Gerindra Klu mau dpt simpati gk gitu juga caranya..msh bnyk cara yg lain..selfi dan bergaya kok sama orng sakit...
1178,joy,@Airin_NZ @AaJymi @prabowo Sedih liatnya...tp alhamdulillah presiden ku org rendah hati dan berjiwa besar...smoga s…
1179,joy,Mantap.... \nMakasih dukungannya mas... \nMari #MbangunJatengMuktiBareng \nBareng @sudirmansaid dan @idafauziyah \nCobl…
1180,joy,"RIFAN FINANCINDO BANDUNG | Rupiah Menguat, Aksi Bom Tak Ganggu Ekonomi |"
1181,sadness,Susah kalo cabang nggak terdaftar nggak bisa
1182,joy,"Khofifah Salip Gus Ipul, PDIP: PKB Jangan Setengah-setengah #EmilDardak"
1183,anger,"Menyakiti diri sendiri misalnya ngetik, mas kangen, dijawabnya emot ngakak doank... 20menit kemudian di check msih online tp ya gak ada kelanjutan.... Ky di hantam pentir, ya mending diem2 bae"
1184,anger,"Budayakan mencari dan membaca sebelum nanya ya. Udah dijelaskan berkali2 kok. Selama ga diatur/gaada ketentuan khusus, pakai aja"
1185,fear,"#ygl aku takut perasaan ini semakin mendalam jika kita terus bersama, terlebih semenjak aku tau ada hati lain yang menunggumu juga hyung. Aku semakin takut. [URL]"
1186,sadness,"Kadang suka miris liat jalan di daerah2 ""pelosok"" yg dibangun sama Pemerintah Pusat. Gak nyediain pedestrian pisan."
1187,anticipation,"1x24 Jam, Bawaslu Riau Perintahkan Baliho 4 Jari Airlangga Hartarto Diturunkan"
1188,anticipation,"Admin mohon bantuannya, kenapa Nomor Facebook saya tidak bisa dihapus ? Padahal udah di ganti sama yg baru , karena Nomor yg dulu sudah tidak aktif..."
1189,anticipation,Coba dong kirim ke bojong
1190,trust,@KANIGORO_HeLL @fadlizon @Gerindra @prabowo Sesuai Panduan
1191,sadness,Kalo begini apa yg harus dilakukan kaum kecil... Dgn sombongnya alat negara yg digaji dari uang rakyat seakan tak punya rasa iba
1192,joy,@RestyCayah Coba Warga JABAR yg dikenal dgn religiusitas nya buka akal pikiran Dan hati nurani nya yaks !! Say NO…
1193,sadness,Astaga bru bbrapa minggu ga ada kabar klian bareng2 event gtu kok ya kangen miss you so much guys
1194,trust,"Gus Ipul sangat berpengalaman memimpin di Jatim, semoga menang menjadi Gubernur Jatim\n\n#SedulurNgaji \n \n@cakimiNOW…"
1195,fear,"Tgl 30 Juni kemaren udah degdegan aja pengumuman dospem, ampe skrgpun masih ngawang"
1196,joy,Saya berdoa bapak memperjuangakan rakyat secara totalitas.  Semoga terhindar dr politik uang.  Amin
1197,trust,"@prabowo Saya setuju siapa saja nyapres asal berkualifikasi, tp tolong stlah nanti gak jadi jangan bnyk alasan. ter…"
1198,anger,@Masbro031 @MasTBP_ @fadlizon @Fahrihamzah @budimandjatmiko @airlangga_hrt orng parlemen budek !!\npercuma teriak2 juga gk bkln d dgrin !!
1199,anticipation,"Jika Pilpres (Pemilihan Presiden) dilakukan sekarang, siapa yg Anda pilih?"
1200,trust,Berkaca dari Malaysia. Kemenangan oposisi salah 1 kuncinya adalah terjunnya lagi Datok Mahathir Mohamad. Bersatu dg…
1201,joy,Gaaasssss poooool..
1202,trust,Yang suka dapet koin banyak bagi tips nya dong
1203,fear,"Hi ,! Kenapa si saya sdh buat facebook baru lalu tiba\ keluar dan tidak bisa masuk akun saya? Setelah saya coba lagi ada tulisan \ada yg bermasalah\ knp y?"
1204,joy,Shalom Bapak Ignasius Jonan selamat Paskah Pak bersama keluarga Kebangkitan KRISTUS adalah rancangan ALLAH yg sempurna bagi kita semua selamat  berkarya kami sangat bangga kinerja Bapak TYM Amin
1205,trust,Segeraaaa meluncur... :D
1206,disgust,Kelihatan kl @PKSejahtera &amp; @Gerindra bernafsu sekali ingin menjatuhkan pak @jokowi. Ibarat orang sdh kebelet kawin…
1207,anger,"Saya mau komplain pak admin, saya kesel sekali sama seseorang yang sudah mereport halaman, akun pribadi saya sama orang lain. Padahal saya akun dan halaman asli milik saya, kenapa Team Facebook malah merespon dan langsung dikeluarin sesi akun fb saya. Saya mohon sekali jika ada yang melaporkan yang Tidak-tidak tolong dibatalin atau tidak melanggar Standars komunitas fb, Mohon dibantu dari Cegahan Orang melaporkan yang tidak diinginkan kepada saya\n\nTerima kasih"
1208,anticipation,"Perpres TKA Jokowi Dituding Pro Asing, Grace Natalie Beberkan Hasil Temuan Tim Riset"
1209,trust,"Dana Pihak Ketiga Bank Mandiri mengalami peningkatan menjadi 556,3 triliun. DPK perseroan meningkat karena kepercayaan masyarakat atas kinerja Bank Mandiri."
1210,trust,Hutan2 di daerah jabar harus dilestarikan dngn baik dan benar tata kota dan desa nya kang @ridwankamil @detikcom…
1211,joy,Ya iya wajib optimis. Klo pesimis bisa busa jjadi 2030 indonesia bubar \n\n@yusrilihza_Mhd\n@airlangga_hrt…
1212,anticipation,Kelihatannya bagus tpi masih belowm paham maksut nya .. ini diadakan dengan lokasi dimana ..bagaimana bentuk interaksinya secara offline ?
1213,anger,"Apa baru nyadar warga Aceh ??? Biasanya klu sdh kena pd dirisendiri & salah satu pejabat yg membuat aturan, biasanya kabur duluan, korbannya rakyat jelata dipakai sbg kelinci percobaan dulu cui .... ! Kacian deh loe ...... "
1214,anger,"Jadi dulu pernah bilang gini ""Mas lu cuma maen2 doang ya sama gua?  : ya kaga lah bege, kalo buat maen doang ngapain gua sampe nungguin lu bertahun2? rajin banget gua"" and finally putus2 juga wkwkw makan tuh"
1215,joy,BUKTI KESUKSESAN SENGKUNI DALAM MENYEBARKAN AJARAN SETAN :\n\n@Official_PAN Salahkan Ibu dan Anak Korban Intimidasi d…
1216,joy,Saya menambahkan video ke playlist @YouTube Heboh! Prabowo &amp; Fadli zon Kaget 'Penelpon Ngatain Levelnya
1217,trust,Sebelum tidur yuk sedikit kita liat video campaign Erigo #1
1218,anger,"Lha bknnya elu imam cabul dibelain ama 7jt org tolol lho, kebayang kan betapa begonya manusai model kau takut ga msk surga??"
1219,joy,"Dokumentasi Sejarah, Majalah Tajuk  mewawancarai 5 Juni 1998, dua pekan setelah rezim Soeharto tumbang. Bagaimana p…"
1220,anger,"Itu pulau buatan mumpung baru jadi pulaunya belom apartemennya ya di cancel lah, nantinya untuk kepentingan rakyat DKI. Nah kalau tempat sampah di cancel enaknya buat apa? Masa buat melihara kecebong "
1221,fear,"Kamu ga tau kan, ada ketakuan tersendiri ketika aku liat recent update line. Takut tbtb ada oramg baru yg gantiin posisi aku, di ava atau status kamu"
1222,anger,"[USERNAME] [USERNAME] Katanya Bapak Reformasi dan Demokrasi di Negeri kita ini, tapi kenyataannya sebaliknya tidak mau mengakui kelebihan seseorang. Pemimpin macam apa itu, tidak ada yang bisa diambil contoh dari nya. Kami sebagai generasi muda menolak"
1223,fear,"​Jangan di sebar​ ...\n\nLink yang berisi tentang hadiah dari Mc.donald\n\nItu web Phising ini, hati-hati Data-data anda bisa di manfaatkan oleh orang yg tidak bertanggung jawab\n\n--------\n\nApa itu web Phising? Web yg bertujuan mengumpulkan data2 pribadi dengan iming-iming hadiah dll, dan data2 pribadi di manfaatkan untuk kepentingan si pembuat web phising, yang bahaya jika data kita di gunakan untuk mengambil akun-akun kita yang bersifat online. \nIntinya bisa terjadi ​PEMBAJAKAN DATA-DATA PRIBADI​\n\n​#SEBELUM_NYEBAR_LINK_CARI_INFONYA_DULU​"
1224,fear,"Oh gini rasanya dipepet dan dikejar orang tengah malem gini. Lumayan bikin senam jantung. Kejar-kejaran ngebut bgt, mendadak aku pelan pas di bangjo dia nungguin dong sambil ngeliatin ke belakang mulu. Akunya nunggu lampu ijo, dia lurus aku mendadak sein kanan, amaaaaan :)))"
1225,trust,"@ridwankamil Alah bisa dibikin gini2an mah, jadi inget dulu Mukidi walikota terbaik dunia.\n\nNyatanya Zonk"
1226,anticipation,Cabang cibubur dimna min
1227,joy,Ga usah ada artis sayamah cukup ada tempat belanja di kota ciledug
1228,anger,"Met sore buat penjabat KFC,mohon di seleksi lagi karyawan KFC yg di depan moll kelapa gading.soal nya aku lihat kerja nya kurang memuaskan buat pelanggan,makasih."
1229,trust,Gratis 3 bulan nonton di MNC Now hanya dengan membeli asuransi kecelakaan di Aplikasi Siaga. \nUnduh sekarang juga!
1230,anger,"Duh ini teman kantor udah minta tukar shift dadakan,nelpon udah jam 9 baru nelpon.gue jadi bak bik buk gak jelasss.!masihh ada aja temen yg tololnya di makan semua"
1231,joy,@liputan6dotcom Jaman @SBYudhoyono pernah peringkat 7 loh .... so kl 16 bagus juga. Tp itu berarti melorot peringkatnya
1232,sadness,"Apa bedanya dirimu yg selalu berdiam berlama, pergi jauh, dan mengabaikan saat permasalahan datang. Dengan pernyataan ku yg mengakhiri. #thinkifyouhavebrain"
1233,fear,"Mana adaaaa, eh ada ding tapi nggak ah, takut disini daerah rawan. Kalau keluar malem aja, pulangnya dianterin rame2 saking rawannya"
1234,disgust,@fadlizon @Gerindra @prabowo Setahu saya prabowo itu bukan prabowo grindra tapi prabowo anak megawati...
1235,anger,Cari orang2 yg selalu menyudutkan Ansor. Sabar itu bagus tp kalau terus menerus difitnah disalahkan jangan tinggal diam Saatnya
1236,sadness,Ada promo super besar gini malah gratis ongkirku dah habis..hiks sedih..T_T
1237,trust,"Siapkan pertanyaan terbaik Anda untuk Ibu Kartini Masa Kini, Susi Pudjiastuti, dan dapatkan jawabannya secara langsung segera di #MinisterLiveSeries hanya di fanpage fb Tirto.id."
1238,anger,"@zarazettirazr @SBYudhoyono Menurut rezim sekarang pasti yg salah adalah org2 yg protes dan kritik, bukan  salah rezim yg ga bisa ngurus"
1239,sadness,bisa kitimkn data kasus tersebut. ksihan warga yg mnderita kasiant.
1240,fear,"Saya mau minta tolong, akun facebook saya lizza tidak bisa di buka & tiba-tiba foto profilnya ganti sendiri. Fotonya orang yang saya gak kenal, saya takut kalo itu di hack oleh orang yang gk bertanggung jwb.. Mohon bantuannya untuk dinonaktifkan saja akun facebook lizza"
1241,anger,"SEBAB MUNDUR ADALAH SEBUAH PENGHIANATAN, DIBELAKANG PAGAR TRIBUN KAMI TERUS BERSUARA UNTUK BANGKITKAN SEMANGAT PEMAIN DILAPANGAN! INI SUARA KAMI."
1242,fear,"salah ga sih gue yang abis bayar full poltekkes trus yg gue masukin yang sbm, gue takut dihujat macem ""lu ga kesian apa ama adek kelas lo"" , dsb. tapikan ini demi masa depan, kan gue punya hak:( takut anjir"
1243,sadness,"Ada aja ya Yutuber, kesannya review barang, tp kl dia ndak suka sama barang itu ya jadinya jelekin wkwk Tp selalu bilang ""tidak jelekin, pendapat pribadi aja"" Sambil terus ngulang ""silahkan kalo mau beli, saya sih enggak, mending dibelikan (apalah yg kesannya lbh berfaedah)"""
1244,joy,yeay saya berhasil :)\n#ichoosehappy
1245,anger,@Gerindra Hahahahaha karyawan sendiri aja gk di gaji gmana mau berjuang utl buruh
1246,anticipation,Promox smpk kpn y kk
1247,joy,"tetap semangat,,,,lanjutkan perjuanganmu wahai saudara saudari ku,,,,,,ulang ra ita sondia nik kalak sajo,,,,,,"
1248,trust,Sukses terus ya.. Salam dari karang taruna los cimaung..
1249,sadness,"SEBAGAI anak bangsa dan seorang ayah, saya  sangat sedih dan terpukul atas apa yang terjadi di Surabaya, Minggu pagi 13 Mei 2018 ini.\nDuka cita saya yang sangat dalam bagi para korban, terutama anak-anak yang terenggut nyawanya dalam tragedi kemanusiaan itu. Baik  yang menjadi korban, maupun yang menjadi bagian dari orangtuanya untuk melakukan perbuatan luar biasa itu.\nSungguh sulit dimengerti bahwa ada orangtua yang aspirasi hidupnya melebihi hak hidup anaknya sendiri.\nKita mendukung aparat keamanan untuk memberantas kejahatan luar biasa ini.\n\nSAYA BERDUKA ATAS NAMA KEMANUSIAAN.\nSAYA BERDUKA ATAS NAMA KEBHINEKAAN INDONESIA."
1250,joy,"Ini dia pemenang #RezekuisRamadan - Uji Fokus Periode 1 kemarin Teman Blanja! Selamat ya untuk para pemenang. Kalian akan dihubungi via Direct Message.\n\nUntuk yang lain jangan berkecil hati dulu, tunggu Rezekuis selanjutnya hari Selasa depan!"
1251,fear,Pasti bubar lah klo di pimpin jendral yang pesimis kya sampean wo\n\n#MilenialOptimis \n\n@yusrilihza_Mhd @fahrihamzah…
1252,fear,"Min mau tanya cara verifikasi halaman gimana ko tidak bisa padahal no telpon sudah ,cuman selalu masukan no bisnis. Nomer sudah sama dengan whatsaap ,twitter Instagram dan halaman semua akun sudah terhubung"
1253,disgust,Hoax loe bro @MRomahurmuziy
1254,anger,HIIII GIMANA BOS KO TUNAIKU BANYAK NOLAK YG PADA NGAJUKAN G JELAS GITU KNP BOS
1255,disgust,@Mr_Prabocor @Gerindra @prabowo Mana faktanya..? Jgn asal narasi bong... Nih bong kebanyakan pake powerpoint sih..…
1256,anger,@RobertCohen21 @rockygerung @bantoro29 @PKSejahtera @Gerindra @Official_PAN Gak fitnah gak makan ni para cebong2
1257,disgust,"Sempat dapat juga tapi aku tau kalau itu hoax, kalau memang benar pasti dptnya dari McD langsung kan bukan harus disebar2 lewat whatsapp atau apalah :)"
1258,joy,@null PDIP Minta Kemendagri Lebih Ketat Awasi Ormas Ia meminta kepada Kemendagri untuk
1259,trust,komando HRS kita tunggu untuk memilih pemimpin karena kita muslim indonesia taat pada ulama nabi dan rosul
1260,joy,"@DPP_PPP @jokowi @MRomahurmuziy Saya terus mendukung apa yang menjadi kebijakan dari ketua umum partai PPP, siap me…"
1261,anticipation,"@Syambari @RestyCayah @Golkar5 @ridwankamil @TitiekSoeharto @HMSoeharto1921 mbingungi, dulu a sekarang b besok mungkin xxx"
1262,trust,"TUNAIKU.COM - Agar bisa menghindari cowok yang mendekati kamu hanya karena uang, ini dia tanda-tandanya!"
1263,sadness,"@Yasminaisya2 @ridwankamil @SINDOnews Cianjur oge banjir bos, sukabumi oge banjir bos, bekasi juga banjir bos. Yg banjir bukan cuma bandung."
