,tweet,label,Unnamed: 0
6512,langit tau banyak yg lagi sedih makanya turun,Sad,
6513,"jangan lupa join pin ku yaa masih sepi huhu thank u, semoga cepet bigwin yaa",Sad,
6514,ah sedih,Sad,
6515,musiknya sedih,Sad,
6516,cuman kayak sedih ajaa. i really hope i could change the destiny.. tapi ya mana bisa.. gue gapunya kekuatan apa apa buat ngubah takdir.,Sad,
6517,sedih tapi apapun hubungannya at the end of the day bakala tetep jadi stranger gak sih?,Sad,
6518,"ih sedih bayanginnya, gimanapun suatu hari semuanya pasti mencapai akhir kan ya :(",Sad,
6519,aku jg sedih,Sad,
6520,lebih baik melihat dia marah dari pada melihat dia sedih.,Sad,
6521,sedih bngett liat xiaojun minta maaf krena wayv blm bisa cb,Sad,
6522,aya sedih,Sad,
6523,kecewa min,Sad,
6524,baru bangun tidur woyy elah sedih bgt denise left padahal masih positif thinking dia bakalan cb ot7 mana vine gk ada pengumuman resmi lg emg agenshit,Sad,
6525,sedih banget ancur jjur sakit beet.. klw ada apa2 jgn ngomong sm mamak gue sn ngomong sm aku,Sad,
6526,"enggak kok,emang sedih kalo bener ener ngerasain diposisi pram or niskalanya",Sad,
6527,buset sedih tp wkwk,Sad,
6528,"ya allah, ampe ngga ekskul grgr ngga dibangunin.. sedih",Sad,
6529,gw yakin kedepannya lockey sedih kalo liat gambar ini,Sad,
6530,gua sedih bgt,Sad,
6531,"kasihan dan ikut sedih. cari aman tanpa foto,tanpa upload dan lainnya. kalo ga jangan di dunia homo.",Sad,
6532,sedih karna mati ditinggal ayang,Sad,
6533,gua sedih bgt liat foto2 cogan,Sad,
6534,noo eter niat mau nyari kembarannya malah sedih bgt,Sad,
6535,"tersesat dalam tangis menginginkan kehadiranmu, tapi kau tak kunjung hadir bahkan hanya untuk sekedar mengabari. sadar dan damai dalam jalan yang lurus, tapi merasa tak berarti karena hadirmu benar-benar sudah tak disini. bagaimana bisa aku melihat sosokmu dalam diri orang lain?",Sad,
6536,buka twt sekarang rasanya ky sepi banget,Sad,
6537,pjj lagi pjj lagi. sedih ga ketemu ayang,Sad,
6538,"di udahin segitu aja sepi ya, kalo dilanjutin bingung juga",Sad,
6539,"udah tau bikin sedih, masih aja dibaca terus",Sad,
6540,ngga terlalu kecewa ya tapi tetap gk senang,Sad,
6541,"ya siapa yang ga sedih anjerr, mo ngomongnya juga gimana. nanti perasaan orang yang tersinggung",Sad,
6542,job sepi banget,Sad,
6543,iya ini mah gpp kak menunda dlu karna ada alasan tertentu stdkny kdpn jg bakal pgn pnya. beda cerita klo yg bnran menolak rezeki alias kehadiran anak itu yg jd topik diskusi. sedih si tp ya itu hak mereka scr agama jelas tdk diperbolehkan.,Sad,
6544,heran gue masi pagi udh nyinyir aja yaampun gimana gue ga suka sedih yaa.. even kesibukan gue aja lo ga brusaha cari tau gitu malah begituu,Sad,
6545,"sedih dari segitu banyak yang lihat tweet ku gak ada yang mau bantu, hanya beberapa orang yang sudah bantu aku bisa dihitung. terima kasih semoga allah ganti lebih banyak",Sad,
6546,"i ain't lockey but i feel bad for that. buat para lockey jangan sedih terus yaa! i wish all the best for denise, secret number, and lockey. semangat terus lockey buat dukung denise sn!!",Sad,
6547,"ya kan, sedih amat",Sad,
6548,bangst gue 'enjoy' bersedih-sedih. karena gue suka menahan diri untuk gak bersedih atau nangis. stress relief ku adalah kisah angst,Sad,
6549,sabar cuma agak sedih,Sad,
6550,kalo pusing sama sedih pasti jadi kangen rumah,Sad,
6551,sedih amat dh,Sad,
6552,versi selesai anjir sedih bgt,Sad,
6553,"butuh waktu yang lama untuk kembali percaya, dan berdamai dengan rasa kecewa.",Sad,
6554,"gue tim raydu, tapi liat ini sedih bgt fak",Sad,
6555,enaknya nino kita apa in ya mak bisa bisa nya bikin anak mamak sedih.. nanti klo sedih ga bisa live igeh lagi..,Sad,
6556,"gw nggak tau kenapa bisa ikut bahagia ketika kamu sedang bahagia, dibilang kontak batin takutnya gw salah.. gw udah terlalu sering menganggap semuanya pure dari kontak batin, tapi terkadang hal tersebut yang bikin gw kecewa dan gw nggak mau mengulanginya. dibilang care, iya bgt..",Sad,
6557,lagu sedih di campur perasaan beuhh makinn,Sad,
6558,sedih bgt waktu salaman sama kucing,Sad,
6559,sedih la dia takde kawan,Sad,
6560,"fess ini es krim enak bangett tpi kok skrg susah ya carinya, sender sedih ni",Sad,
6561,sedih gua jadi ga depat anjirr,Sad,
6562,pasar lagi sepi :(,Sad,
6563,halah paling juga gugur lawan psg. kecewa sama taktiknya,Sad,
6564,aku gak bisa makan apa² nder sedih,Sad,
6565,astaga sedih bgt.. denise tuh fav bgt dah suaranya,Sad,
6566,"gue sering ada di posisi sedih jadi waanjai. satu sisi, mewgulf itu sumber kebahagiaan buat gue, dan mereka itu candu. tapi sisi lain, gue tau kalau ini tuh salah. tiap malem overthinking, do i've to leave them? tapi gimana caranya gue pergi dari sumber kebahagiaan gue?",Sad,
6567,aaa jangan sedih sedih nunaa,Sad,
6568,"habis liat berita denise, sedih amat dah. padahal vocalnya paling bagus di sn",Sad,
6569,ini teel emang sepi apa gimana? kesepian,Sad,
6570,"wml rules done. akunku ika_ruyanah semogaa jaehwan sama baejin sembuh, sedih liatnyaa",Sad,
6571,judul temlenmu bikin ngakak abis mbah sehingga ..perjalanan inipun seperti jadi saksi. gembala kecil menangis sedih..,Sad,
6572,lemes maszehh namanya juga emyu kadang bikin bahagia kadang juga kecewa bukan begitu,Sad,
6573,"naeun menyukai lagu sedih, dan setiap ia mendengarkan lagu, lagu itu gambaran suasana hatinya",Sad,
6574,kayaknya tim baby yg kecewa,Sad,
6575,sempet sedih juga pas denger tahun kmrn kq minus dikit pendapatannya (kayanya grgr kingdom juga sih ini) semoga tahun ini bisa berlipatlipat gandaa,Sad,
6576,i rasa sedih kalau bf i pegi kerja pepagi haha. dia mcm bff pergi. sbb dia busy sgt kerja,Sad,
6577,lagu merasa indah kenapa sedih ya,Sad,
6578,"yah kecewa, harusnya out bareng cr7 kmaren. hadeh",Sad,
6579,sedih aku masih sakit padahal semalem udah minum obat,Sad,
6580,sedih kulkasku cuma isi bunga es sama sayur....,Sad,
6581,"paket aku ko belum dikirim juga ya padahal udah dari dua hari lalu mesennya, meni sedih ih asa lilaa:(",Sad,
6582,sedih melihat kenyataan dilapangan banyak rekan pensiun pakai aturan uu ciptaker inskontitusional uang pesangon yang minim,Sad,
6583,"tapi pas liat liriknya gw jadi merasa apakah ini yg dirasakan mark sesungguhnya, gw sedih dan merasa jahat,sebegitu depress nya seorang idol sampai kehilangan masa child nya,demi karya yang kadang juga masih di hujat",Sad,
6584,ih knapa queen aunty jd sedih,Sad,
6585,"kenapa ya kalo tengah malam tu suka sedih sendiri berlarut-larut trus semuanya kaya berkelebat di kepala mulai masa lalu, masa sekarang, masa depan tuh whyy",Sad,
6586,"sendiri dan sepi, aku ingin berlari menelusuri mimpi yang tak kunjung menepi",Sad,
6587,warded lagi ke? muka sedih je.,Sad,
6588,hal yg membuat anda kecewa? me:,Sad,
6589,"ah denise nyanyi yeposo gue jadi double sedih. sedih karena denise, sedih karena jae. hdh",Sad,
6590,mvs udah nonton kesekian kali dan masih tetep mewek:( recommended buat yg lagi mau nonton yg sedih-sedih!!,Sad,
6591,":"")) kesel dan sedih alias kecewa bro :( yg tdnya semangat wts jd agak loyo",Sad,
6592,"kak laraa cepet sembuh yallah sedih bgt, istirahat banyak-banyak",Sad,
6593,:((((( apa w harus mute p word ya. sedih lg hemat tp penven jajan,Sad,
6594,sedih aku lagi berantem mereka saling cemburu akhirnya win ngembek,Sad,
6595,yah kecewa,Sad,
6596,"pantes yh waktu hari kamis wajah ell tuh kek lemas trs matanya berkaca kaca w kira lagi sedih, tp w kalau sakit suka gitu juga sih, nangis pengen sembuh hiks",Sad,
6597,gara gara fanart yg itu gue kalau liat thomaya jadi sedih mikirin yoimiya,Sad,
6598,penonton kecewa,Sad,
6599,"pengen nonton ku kira kau rumah tapi nanti aku sedih masa sendirian anjir,ini kawan di ajak ga ada yang mau lagi",Sad,
6600,"ketika senang ia datang lagi. ketika sedih ia tak pernah pergi. perkenalkan, dia ibuku..bidadariku. :')",Sad,
6601,":( sedih banget plss¦ get well soon, dayeon!",Sad,
6602,"ape la mama ni. sory sayang. mama tak jaga dhyan dengan betul. mama leka. sory sayang. cepat sembuh lah dhyan. walaupun awak demam pn macam tak demam. tapi bila malam nampak awak mcm tu, sedih mama.",Sad,
6603,sumpah sedih banget denise,Sad,
6604,gue ga ngestan sn tapi ini sedih banget ya allah,Sad,
6605,iya sedih bgt padahal udh nungguin dia comeback lagi sama sn,Sad,
6606,sedih foto sopinya diapus,Sad,
6607,sedih banget gila denise,Sad,
6608,"ada yg salah besar di klub kalo tiap musim tidak mampu jadi penantang gelar di tiap kompetisi. kecewa stlh kecewa krn klub ini skrg klub pnh drama, bkn soal prestasi lagi. musim ini, semua kejadian ga enak terjadi di kandang. jadi bhn olok2 bhkn utk pihak yg ga bhs bola",Sad,
6609,kok sedih bgt,Sad,
6610,kd sedih si cuma pusing ja pang,Sad,
6611,"gak ngerti harus ngapain, sedih aja gitu.",Sad,
6612,ora sedih yo.. kyk e we barang wingi upload nif.. wkwkwk,Sad,
6613,"kenapa maknae suka kek gini sih?! kek semua hyungnya sedih mewek, kebanyakan maknae tetep . padahal asilnya kan juga sedih, tapi kaya gak bisa nangis didepan kamera. terutama maknae big hit sih. tubatu kalian pasti sukses, pasti aku yakin.",Sad,
6614,hal paling sedih itu di saat gue ga tau mau ngeluh sama siapa,Sad,
6615,"hanya dirimu yang bisa membuatku tenang, tanpa dirimu aku merasa hilang dan sepi, dan sepi.",Sad,
6616,omg lagu tu!! dulu dengar sebab taktahu apa relation nya tapi dah besar baru tahu. sedih gila mv tu,Sad,
6617,"foundation nya shiseido yg syncroskin, mau aku kasi buat hadiah ultahnya ibu itu katanya bagus, tapi harganya 550k~700k buat 50ml, aku sedih :"")",Sad,
6618,"sedih njirr , pagi pagi dapet kabar gini thanks denise sudah menjadi bagian dari secret number dan lockeys dimana pun kamu akan selalu menjadi fans dihati lockeys",Sad,
6619,"tulisan yg luar biasa, anak sy cewe msh 6 bulan. ga bayangin besok udh usia 18 udh bisa ngurusin dirinya sendiri seperti mbak anin. pasti rasanya sedih dan bangga bercampur aduk ya",Sad,
6620,"paling sedih, waktu ortu udah kehilangan masa jaya wkwkw. dulu bisa kali tiap hari order makanann entah mcd/phd/kfc dll, sekarang kalo mau order nunggu menang giveaway, itu pun ada batasan belinya karna harus hemat. sedih banget sih, tapi ya yang namanya dunia pasti muter",Sad,
6621,iya ya udah cocok huhu sedih sih tapi gapapaa :3,Sad,
6622,"ngga nder, kyk nya gara2 quarantine deh. soalnya dulu aku klo maju santai bgt, ngga nervous, ngga tremor bagus2 aja. trs skrg jd klo mau maju tuh masih enjoy aja, tp waktu udh mulai ngomong buyar semua. jd tremor, kata2 yg udh disiapin ilang semua gtu deh jd sedih",Sad,
6623,sedih bgt ya denise ga balik lagi ke sn,Sad,
6624,"huhu emang pendek bngt ya,, klo ga buka ig kadang tuh notif live gamasuk suka sedih:(",Sad,
6625,ih sedih beneran ini mah kok tega,Sad,
6626,sedih blm dikabarin sama ayangk,Sad,
6627,sedih kali wak,Sad,
6628,":( sedih, knp bub aku",Sad,
6629,kita kecewa sama harapan yang kita buat sendiri.,Sad,
6630,"barusan nonton ini, sedih ngeliat il-rak jadinya dia beneran anaknya si ha so itu? atau salah sangka doang?",Sad,
6631,duh.. gimana ya buka pola pikir orang-orang kayak gini.. sedih aja ngebacanya..,Sad,
6632,"mau sedih,tapi..",Sad,
6633,"langit menjatuhkan bulir-bulir yang sedih, yang sedikit, yang sakit, yang tak sungguh-sungguh menghapus dosa, apalagi kenangan.",Sad,
6634,bahagia adalah kecewa yang sudah lewat..:),Sad,
6635,"kok gw sedih ya? gw nyesel, knp gw ngga kenal bw nya pas dulu² aja sih, pas pertama mereka buat series, yg katanya tuh masih adem ayem aja rasanya, knp gw harus ngrasain di moment sekarang sih, yg isinya tuh cuma war³ terosssss, jujur aja gw emng masih awam banget kenal bw-",Sad,
6636,"bimbim lagi sedih, bongan",Sad,
6637,hp aku rusak sksk sedih,Sad,
6638,sepi banget rasanya wkwk,Sad,
6639,"gila.. lockey kalian stay strong ya ga kebayang klo ada member yg keluar kalo ada berita member kluar, entah dari grup manapun, jadi ikutan sedih smoga trejo aman2 sampe kedepannya",Sad,
6640,kecewa i guess ?,Sad,
6641,elanga jan sedih:(,Sad,
6642,"sedih td malem mimpinya jeleek kali sampe aku kebangun tengah malem nangiss deress, trs aku tahajud baca doa blabla, trs mimpi jelek lg sampe dalam mimpi itu aku capeek kali baca ayat kursi 3 qul tapi setannya ga pigi2 anjir",Sad,
6643,paling sedih bila tengok gambar class diaorg.. meja diaorg semua full bunga gambar ape semua then student yang selamat sampai sekarang diaorg trauma dengan tragedy tuh,Sad,
6644,makanya yuyur agak kecewa biasanya mhy pinter bikin baju bozz,Sad,
6645,sedih ;(,Sad,
6646,"gw yg udah nonton kim sabu berulang kali apa kabar? yg ada nonton di net bikin gak nyaman, yg harusnya gw udah terbiasa nonton adegan di meja operasi malah diginiin sumpah kecewa. dr romantic tayang di net beda rasa, feelnya jdi gak sedapet kyk pas nonton di netflix",Sad,
6647,"barusan liat trend denise katanya keluar dari sn, ya ampun sedih banget baru bangun baca ginian",Sad,
6648,ga tau knp vibe pagi ini sedih pol,Sad,
6649,"sch! sedih banget mingdep ptm 50% huhu, mnaa aku skola tuu gapunya temen dekett gituu, apalagii kloo 50% gnii hh sedihnyah ads: join komunitas mahasiswa ""schcampus"" di telegram dan discord!",Sad,
6650,sedih bgt.,Sad,
6651,"food is more than it™s fat calorie counts duuh sedih banget tiap bawa pulang cake/pastry yg riset, cari bahan, bikinnya berjam2 cuma buat dikomentarin aduh ini lemak semua ya?",Sad,
6652,"denisee huhu pagi pagi sedih, liat polaroidnya jd kangen jaman who dis sama got that boom",Sad,
6653,sedih betul jadi penyokong manu pagi ni,Sad,
6654,skrg masih gitu ga ka? sedih bgt,Sad,
6655,"sedih, tangan ayang buntung",Sad,
6656,huhu sedih banget :( mana lagi on :(,Sad,
6657,ko masi sepi ya..,Sad,
6658,sedih bgt bgt ah bias gw!! denise,Sad,
6659,"kalo anggaran tiap bulan ya bangkrut, ya kalo lagi butuh aja dong..masa teroris pake musim kadang muncul nanti sepi nanti muncul lagi, kalo teroris ada ya terus dong aksinya sekalian sekarang lagi ada covid-19 pas pemerintah sibuk, ternyata terorisnya libur kalo pemerintah sibuk",Sad,
6660,ko sedih,Sad,
6661,"krna kecantikan luar biazaahh maka kmu jd foto model, di foto ini konsepnya mikirin ""kenapa ya mas crush malah jadian sama temenku"" jd sedih bgt",Sad,
6662,anjir sedih udah deh ini mah sn udh berasa ga lengkap lagi,Sad,
6663,"kecewa, broken, membuang sedih, membuang masalah, paling parah si pingin move on.",Sad,
6664,itu serius mba denise keluar?? sedih banget tolong walaupun w bukan fansnya ss tapi gue ikut sedih,Sad,
6665,masih sepi gasih kok belum ada ysd yg lewat,Sad,
6666,"dulu di medsos saya baca, banyak yg komen psi itu dipelesetkan dng kepanjangan partai sampah indonesia.dan saya sangat sedih mendengarnya.tapi sekarang saya baru mulai mempercayai akan hal itu..terlebih sekarang setelah mengetahui kwalitas pimpinannya spt ini",Sad,
6667,mau dong mutualan beb.. akun baru netes masih sepi bgt :(,Sad,
6668,"sedih sumpah yang bikin gue bertahan nge stan secret number selama ini cuma denise, sebenernya dari awal 2 member baru masuk udah punya firasat kalo denise keluar sih, tbh aku masih gabisa nerima kedatangan 2 member baru itu. thankyou denise, thankyou secret number and goodbye.",Sad,
6669,"happy birthday tapi sedih season ni maybe tiada hadiah silverware with club epl sudah sah jauh ketinggalan. ucl je lah tinggal, itupun kalau mampu.",Sad,
6670,"saya sempat punya hari di mana pada hari itu saya sedih karena kecewa. kemudian hari ini saya bahagia, kutertawakan hari itu.",Sad,
6671,"gajian aja belum, udah ada yang ngomong ""nanti kalau gajian pinjem uang yah"", sedih kieu euy",Sad,
6672,"yg joonyong sedih bgtt ""cibee kajaa""",Sad,
6673,"dear! hi aku umur 19 punya sepupu cewe umur 22 nahh dia mau nikah trus dikira mua nya aku yg mau nikah, si sodaraku ini bilang intinya mukanya borosan aku, ada ngga sih skincare yg gabikin muka boros, sedih banget dikatain gitu :(",Sad,
6674,ini ga pamer pls gue beneran sedih lmao,Sad,
6675,"sorry to sayy, kbe harus takedown jujur sedih bgt tp mau gmn lg teh rasanya tuh aduh sekalian jg nanti ak mw debutin kisah baru mungkin ini kbe mau reborn tp ceritanya berubah 360° lah pokoknya jd lebih ringan alurnya aduh sorry bgt dan tungguin cerita selanjutnya yaa",Sad,
6676,"tadi waktu mau berangkat ke sekolah, kan harus salim dulu kan sama ortu? trs tadi mau salim ke ayah, tapi katanya ""udah sana berangkat aja"" jadinya cuma salim ke mama, sumpah kayak?? kenapa susah bgt tinggal julurin tangan doang??tadi diperjalanan mikir keras sambil nahan tangis",Sad,
6677,"masih inget pas sn di vlive, soodam prnh kelepasan sebut soal denise dita mengiyakan. lalu suasana jadi hening dan seketika ganti topik. aku yakin kakak2nya di sn pasti sedih dg kepergian denise. mungkin di balik layar mereka tetap berhubungan baik meski sudah tdk bersama lagi",Sad,
6678,sedih mau cd.,Sad,
6679,"kadang gue sedih kenapa jd orang yg kalau ada apa2 diampet dewe, kan jd mumet dewe",Sad,
6680,terkadang rasa kecewa yang mendalam itu disebabkan oleh harapan kita yang terlalu tinggi terhadap sesuatu,Sad,
6681,ayang w kemanaasiee sepi bgtt .mingyu,Sad,
6682,enakan yg goreng atau kuah siih? kemarin beli yg goreng kaya gada pedes-pedesnya jd kecewa,Sad,
6683,"halo siang min kok ga bisa pesen tiket ""ku kira kau rumah"" di gojek dengan alasan kota saya tidak ada di situ ya, kecewa bgtt :(",Sad,
6684,"sedih,, dahla yen pun mahal ibarat beli usd",Sad,
6685,gue sedih bgt kaya huhuu kisah mereka mulus sekali t__t mana relate banget sama lirik di samping,Sad,
6686,"ore sedih, ore mau punya chingu la",Sad,
6687,"sedih banget rasanya aku, hatiku rasanya kretek kretek, rasanya gimana yah di crush-in seseorang yg seperti jeon jungkook?? jeles banget iya, tapi ya udahlah, mau gimana lagi. semoga aku dapet jodoh yg kayak jungkook",Sad,
6688,heleh padahl di hati terdalam kecewa luarbiasa,Sad,
6689,ekspektasi berbanding lurus dengan rasa kecewa.,Sad,
6690,"pdhal w ga stan secret number, tp kok ikut sedih denger denise keluar",Sad,
6691,dikit bangey baru juga beli belum sebulan udah mau habis sedih banget agak mahal juga tapi cocok sih lumayan nyobak yg wardah gk cocok soalnya di aku,Sad,
6692,lupa banget caranya nangis.. kadang biar nangis gw pancing pake nonton film sedih ttp aja susah.. gmn ini ya takut sistem air mata udh ga bereproduksi lg,Sad,
6693,mau dong mutualan.. akun baru netes masih sepi bgt :(,Sad,
6694,"kecewa, ditambah malu2in bisa ketahan smpe adu penalti dri team championship padahal 3/4 pemain inti yg main",Sad,
6695,sedih aku tuh melihatnya,Sad,
6696,"baik, pake kata tolong, dan bersedia nungguin. sedih banget",Sad,
6697,mampir yuk yang lagi nyari bacaan angst. dijamin nangis karena sedih banget,Sad,
6698,sedih banget :(,Sad,
6699,"masi inget bget pas nobar ini sekelas, aku lagi sakit mens/sumilangeun,, film ni sedih sangat lgi nahan sakit perut pun ttp nangisin film.",Sad,
6700,"'kecewa paling mendalam itu ketika dalam hati cuma bisa bilang ""oh yaudah cukup tau aja'.",Sad,
6701,sedih :(,Sad,
6702,"lagi nulis surat (karna dia ulang tahun) buat temen yg temenan udh dari kelas 1 smp. sedih banget huhuut_t ga nyangka temenan dari msh bego sampe sekarang bego juga sih, mksdnya udah lama gitu, dari yg gatau apa apa sampe yg skrg kita udh harus nentuin buat masa depan..",Sad,
6703,ya allah aku salfok tempatku pulang gini aja aku sedih. kayari kayanya sudah tau rumahnya ya,Sad,
6704,"dulu tiap ngerasa ga nyaman (sedih, takut, kesel) selalu mencari pengkaburan",Sad,
6705,"sedih mat,5 season takda cup",Sad,
6706,"maybe sedih? tapi ya mau gimana lagi. kalau dipikir pikir itu bukan hak kita lagi. mau pc nya di gimanain pun tetep bukan hak kita lagi. cuz kita kan udah jual barang tersebut ke dia, dan dia udah bayar barangnya. so barang tsb udah sepenuhnya jadi milik dia",Sad,
6707,sedih banget pls..,Sad,
6708,pagi ini lagi pengen nangis. terus bingung mikir soundtrack sedih apa yang bagus gitu buat nemenin gua nangis. eh ujung-ujungnya malah nonton ulang ending snowdrop dan gua berakhir nggak bisa berhenti nangis sekarang :' definisi dari menyakiti diri sendiri nih emang,Sad,
6709,bangun tidur tiba2 sedih,Sad,
6710,sedih bangett ajjiirr tp happy ending sih,Sad,
6711,"sedih si aku, kan malem hpnya dah disita lagi, dahal sedihnya + overthinking nya malem, terus gimana",Sad,
6712,bestie gue mau nikahh gatau kok rasanya sedih ya,Sad,
6713,'jebal kajja' sedih banget pas dia ngomong kek gitu,Sad,
6714,sedih jg y kalo mau terang2an bucinin j bisanya di priv.,Sad,
6715,"kadang kadang kita yang selalu buat diri kita kecewa sebab selalu overthinking, nak kata overthinking dah macam drama berepisod yg tak berpenghujungg : cuba tanya tuan badan yang di sana nun dia mesti fikir lain :)",Sad,
6716,"mjb kak, coba smbil dengerin lagu yg mellow sedih gtu",Sad,
6717,gemini emang seburuk itu kah? jadi sedih.,Sad,
6718,loh aq aja bisa nangis lagi pas scene ini. nyampe bngt. selama ada irvan sakit sampe meninggoy dan full jessy nangis spy nyampe sedihnya ke pononton. tapj aq kok ga bisa ikutan sedih. cuma pas andin sesengukan di makam itu aq sempet ikutan sedih.,Sad,
6719,gua lebih sedih ngeliat ini drpd emyu kalah. asli,Sad,
6720,"sedih sihh, cuma gmna.",Sad,
6721,"sama kak gw juga dari semalem sampe kebangun pagi² buta tuh karena itu, mikirin komentar² orang² itu, pada jahat² banget tau ga komenya, ada juga yg ngomongin win gw. sedih bgt gw asli, dari tadi aja rasanya badmood bgtt anjirr",Sad,
6722,"heran seegois itu jadi manusia. datang menjalin karna pas lagi sepi, meninggalkan semua karna bosan dan mulai tak sehati. menjatuhkan karena terasa terlalu baik dihati.",Sad,
6723,wkwk gua sedih bgt,Sad,
6724,hari ini gak bisa mikir jernih bawaannya sedih :') thankyou denise you're my favorite maknae,Sad,
6725,ada yang mata nya sembab begadang sembari nahan tangis,Sad,
6726,"bener, ini pikiran suka banget mikirin hal yg bikin sedih",Sad,
6727,aku sedih,Sad,
6728,sedih nya statement ni,Sad,
6729,"ga punya ayang, sedih jadi fans man utd, sedih sedih²",Sad,
6730,pagi-pagi sedih lihat berita-berita sedih jadi sedih kan,Sad,
6731,"mu adalah aku yg sedang tak tau arah, sedih",Sad,
6732,sedih bgt aaaaa,Sad,
6733,"capek bgt packing barang"" mna bnyk debu. tpi sedih krna bnyk knangan sih walopun cmn setahun tpi itu rmh udh bnyk aktivitas kita lakuin di situ",Sad,
6734,kayaknya gue emang harus beneren kudu dengerin si zeco buat kali ini deh wkwk. sedih juga deh gue kalo gini-gini,Sad,
6735,bneran dia fix keluar? aa sedih,Sad,
6736,"hwaa denisee!! sedih sih, tapi yg terbaik buat denise dan semoga sukses untuk kedepannya ya. kamu sangat berbakat denise",Sad,
6737,kangen dan sedih+overthinking wkwk. apalagi kalo baca komen2 di buku lama,Sad,
6738,"welcome back denise sedih bgt baca pengumuman dr kamu pagi ini, apalagi liat insta story km yg foto sm member but, walaupun kalian terpisah sekarang, aku akan tetap selalu dukung kalian.",Sad,
6739,"butuh season 2 pokoknyaa,, khusus yang kkakkung couple harus adaa soalnya sedih momennya cuman dikit dan sebentar bangett. dan moga yesung oppa cepet-cepet dapet pasangan di real life nya, sudah waktunya menikah oppa. kami menunggu undangannya",Sad,
6740,tiba2 sedih terus nangis,Sad,
6741,"udah sedih semalem, skrng denger denise keluar akwihfiaia makin sedih",Sad,
6742,bukan lockey tapi sedih banget denger berita denise btw kok bisa kontrakny beda² per orang,Sad,
6743,"guys, crush sender jadi sering reply sw sender..ini sender kudu seneng karna di reply trus, atau sedih kayanya dia nganggep sender sebagai temen doang..btw kita udh hampir ga chatan selama sebulan trus dia tbtb sering reply sw sender gtu",Sad,
6744,"subuh"" gini udah galau dan kecewa",Sad,
6745,"thanks denise udah menghiasi . akan selalu kami ingat sebagai mm, our super main vocal. kerandoman denise, keceriaan denise, thank you for all. sumpah sedih banget denise out dari sn, nggak tau alasannya apa kok out. tapi mau gimana pun, ttp dukung sn denise",Sad,
6746,sumpah sedih bgt ini,Sad,
6747,jadi gak mood buka twitter bawaannya jadi sedih,Sad,
6748,ikutan sedih,Sad,
6749,benerbener sedih pagii yg harusnya bahagiaa karena keluargasuami tp dibuat ancur dijam 6 pagi gini..salah keluar rumah di pagihari,Sad,
6750,sedih mart mu takde piala musim ni,Sad,
6751,sedih doi belum ngucapin hhuhu,Sad,
6752,aku dari minggu lalu pengen ke pantai and tempat yang dingin dingin gitu kaya bukit tapi gak kesampaian,Sad,
6753,hah..gue sedih bgt ..,Sad,
6754,"jd rayyan positif guys, sbg tante yg lemah ini gbs bgt denger berita keponakannya sakit hh sedih bgt gbs bantu nemenin anaknya blm bangun jd blm dikasi tau aa gatega",Sad,
6755,sedih bggt,Sad,
6756,ya allah.. :(( turut sedih juga soalnya dia temen monday,Sad,
6757,terkadang disitu sya merasa sedih,Sad,
6758,"sorot matanya tidak bersinar seperti yang dulu , ini terlihat sedih ya",Sad,
6759,"kalo tae sampe nge post ulang foto yg diledekin seokjin, i get it tae kenapa itu sedih banget buat kamu:((",Sad,
6760,"guye ak lagi sedih bgt, kucing aku satu meninggal",Sad,
6761,"kalau udah drop gini baru terasa. sepi, hampa, dan ga guna. :')",Sad,
6762,bangun jam 5 tadi krn mimpinya sedih. barusan tidur lagi 15 menit mimpinya malah lanjut. another day of waking up with a heavy heart. ga enak,Sad,
6763,huhu pirii kmu hebatt kerenn kerja bagus untuk mv nyaa jaga kesehatan yaa pirii sedih bgt ah gpunya akun twt luu:(,Sad,
6764,"kaak makasih banyak , yaampun denise sedih banget",Sad,
6765,gak tau tp dengernya sedih bgtt,Sad,
6766,"ooh iya ituu. kalo baca dari spoiler, kayanya sih iya. sedih banget, cuma dia yang beneran peduli sama ruby. :((",Sad,
6767,"mauu banget kakk, dari awal nge stan bangtan belum kebeli album, merch, army bomb,, sedih bangett",Sad,
6768,pas mark live ig kemaren ada yang nanya ada live koreografi g.. lagu mark tuh sedih masa lu nyuruh mark nyanyi sambil ngedance yang bener aja,Sad,
6769,"nyesek dipendem, kangen dipendem, cemburu juga dipendem, kecewa dipendem, bahkan nangis juga dipendem..sampe sakit dada :')",Sad,
6770,sedih melulu nie,Sad,
6771,"non txt sedih bgt denise ga lanjut di sn :( padahal nungguin bgt dan jujur aja member yg baru kurang sreg gitu di gue tapi ga hate deh tetep dukung, semangat denise dan secret number &lt;3",Sad,
6772,tl gue sepi amat dah :(,Sad,
6773,"sedih, liat kamu bisa lebih bahagia dengan orang lain..",Sad,
6774,"sedih euy, sedekade yang lalu fans emyu berani nyindir semua rival rivalnya. fans emyu sekarang cuma berani nyindir arsenal doang, karna tau diri.",Sad,
6775,pagi2 udh dibikin sedih aja sama dennise,Sad,
6776,"3bln setelah nikah ok aja mau dibilang apapun,tp makin kesini bahasa nya benerbener tidak buat enak dan stress sendiri sampe mikir mau kurus dengan cepat tp tidak mungkin,semua itu butuh proses untuk sehat jg.. sedih bangett",Sad,
6777,denise gw sedih,Sad,
6778,gue masih sedih udh difb base rh tpi w g bisa ngirim arghh. beneran saya lebih memilih untuk gpp keunfoll sendiri driada harus cari folls diakun ini akun teraman,Sad,
